provider,email,telephone,website,address,website_url,course_name,course_module,duration,start_date,end_date,delivery_mode,venue,platform,fee,number_of_participants,trainer,certification,hrdc_claimable,course_url,description
11 FUTURE LEADERS TRAINING AND CONSULTANCY,mjude11@outlook.com,60123276027,https://11futureleaders.com/,"Mutiara Residency Condominium, Suite 7-7, No. 69 Jalan Thambu Abdullah 50470 KL, Malaysia",https://11futureleaders.com/,ISO,,,,,,,,,,,,,https://11futureleaders.com/category/courses/iso,"A course category under ISO training offered by 11 Future Leaders Training & Consultancy, focused on empowering people and shaping the future through ISO standards and compliance."
11 FUTURE LEADERS TRAINING AND CONSULTANCY,mjude11@outlook.com,60123276027,https://11futureleaders.com/,"Mutiara Residency Condominium, Suite 7-7, No. 69 Jalan Thambu Abdullah 50470 KL, Malaysia",https://11futureleaders.com/,Life Coaching for Personal Growth,,6 months,,,"face-to-face, virtual, or hybrid",,,RM 150.00 / hour,,"Ranjinath Muniandy, DTM",,,https://11futureleaders.com/coaching,"A six-month transformative coaching program designed for individuals seeking clarity of purpose, sustainable work–life balance, and emotional and mental resilience."
11 FUTURE LEADERS TRAINING AND CONSULTANCY,mjude11@outlook.com,60123276027,https://11futureleaders.com/,"Mutiara Residency Condominium, Suite 7-7, No. 69 Jalan Thambu Abdullah 50470 KL, Malaysia",https://11futureleaders.com/,Management & Leadership,,,,,,,,,,,,,https://11futureleaders.com/category/courses/management-leadership,"A course category under Management & Leadership training offered by 11 Future Leaders Training & Consultancy, focused on empowering people and shaping the future through leadership development."
11 FUTURE LEADERS TRAINING AND CONSULTANCY,mjude11@outlook.com,60123276027,https://11futureleaders.com/,"Mutiara Residency Condominium, Suite 7-7, No. 69 Jalan Thambu Abdullah 50470 KL, Malaysia",https://11futureleaders.com/,Managing Anger & Stress to Stay Focused in the Workplace,,,,,,,,,,,,,https://11futureleaders.com/2025/09/05/future-leaderes-managing-anger-stress-to-stay-focused-in-the-workplace,"A Management & Leadership course helping participants control and release stress, improve decision-making, enhance concentration, manage anger, and facilitate overall productivity across six life domains."
11 FUTURE LEADERS TRAINING AND CONSULTANCY,mjude11@outlook.com,60123276027,https://11futureleaders.com/,"Mutiara Residency Condominium, Suite 7-7, No. 69 Jalan Thambu Abdullah 50470 KL, Malaysia",https://11futureleaders.com/,Outcomes-Based Education (OBE),,,,,,,,,,,,,https://11futureleaders.com/2025/09/05/future-leaderes-outcome-based-education-obe,"A training program on Outcomes-Based Education (OBE) framework for lecturers, emphasizing curriculum alignment, student learning outcomes, feedback mechanisms, and lifelong learning skills."
11 FUTURE LEADERS TRAINING AND CONSULTANCY,mjude11@outlook.com,60123276027,https://11futureleaders.com/,"Mutiara Residency Condominium, Suite 7-7, No. 69 Jalan Thambu Abdullah 50470 KL, Malaysia",https://11futureleaders.com/,Problem Solving and Decision-Making Workshop,,,,,,,,,,,,,https://11futureleaders.com/2025/09/05/future-leaderes-problem-solving-and-decision-making-workshop,"A Management & Leadership workshop covering problem identification, root cause analysis, SWOT, 5 Whys, cost-benefit analysis, decision trees, cognitive biases, ethical perspectives, and individual vs. group decision-making."
11 FUTURE LEADERS TRAINING AND CONSULTANCY,mjude11@outlook.com,60123276027,https://11futureleaders.com/,"Mutiara Residency Condominium, Suite 7-7, No. 69 Jalan Thambu Abdullah 50470 KL, Malaysia",https://11futureleaders.com/,Program Pembangunan Penyelia,,,,,,,,,,,,,https://11futureleaders.com/2025/09/05/future-leaderes-program-pembancunan-penyelia,"A Management & Leadership course (in Bahasa Malaysia) for supervisors focusing on effective team leadership and motivation, confident communication, performance management, high achievement development, and fostering collaborative, inclusive team culture."
11 FUTURE LEADERS TRAINING AND CONSULTANCY,mjude11@outlook.com,60123276027,https://11futureleaders.com/,"Mutiara Residency Condominium, Suite 7-7, No. 69 Jalan Thambu Abdullah 50470 KL, Malaysia",https://11futureleaders.com/,Sustainability,,,,,,,,,,,,,https://11futureleaders.com/category/courses/sustainability,"A course category under Sustainability training offered by 11 Future Leaders Training & Consultancy, focused on empowering people and shaping the future through sustainability practices."
11 FUTURE LEADERS TRAINING AND CONSULTANCY,mjude11@outlook.com,60123276027,https://11futureleaders.com/,"Mutiara Residency Condominium, Suite 7-7, No. 69 Jalan Thambu Abdullah 50470 KL, Malaysia",https://11futureleaders.com/,Team Building,,,,,,,,,,,,,https://11futureleaders.com/category/courses/team-building,"A course category under Team Building training offered by 11 Future Leaders Training & Consultancy, focused on empowering people and shaping the future through collaborative team development."
11 FUTURE LEADERS TRAINING AND CONSULTANCY,mjude11@outlook.com,60123276027,https://11futureleaders.com/,"Mutiara Residency Condominium, Suite 7-7, No. 69 Jalan Thambu Abdullah 50470 KL, Malaysia",https://11futureleaders.com/,Technical Skills,,,,,,,,,,,,,https://11futureleaders.com/category/courses/technical-skills,"A course category under Technical Skills training offered by 11 Future Leaders Training & Consultancy, focused on empowering people and shaping the future through applied technical competencies."
1CMS INTERNATIONAL (M) SDN. BHD.,cssupport@1cms.com.my,60377732771,http://1cms.com.my/,"Unit E2-1-13, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",http://1cms.com.my/,PECB ISO14001 Foundation,"Health, Safety & Environment",,,,,,,,,,PECB Certification,true,http://1cms.com.my/index.php/iso-certification-body,"PECB Certifications have proven to be effective instruments of confirmation for knowledge, skills and experience in a rapid changing community. By holding a PECB Certification, you will demonstrate that you have the necessary capabilities of shielding yourself and your organization against persistent, changing and undefined threats in a moderately challenging environment over a short period of time."
1CMS INTERNATIONAL (M) SDN. BHD.,cssupport@1cms.com.my,60377732771,http://1cms.com.my/,"Unit E2-1-13, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",http://1cms.com.my/,PECB ISO14001 Lead Auditor,"Health, Safety & Environment",,,,,,,,,,PECB Certification,true,http://1cms.com.my/index.php/iso-certification-body,"PECB Certifications have proven to be effective instruments of confirmation for knowledge, skills and experience in a rapid changing community. By holding a PECB Certification, you will demonstrate that you have the necessary capabilities of shielding yourself and your organization against persistent, changing and undefined threats in a moderately challenging environment over a short period of time."
1CMS INTERNATIONAL (M) SDN. BHD.,cssupport@1cms.com.my,60377732771,http://1cms.com.my/,"Unit E2-1-13, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",http://1cms.com.my/,PECB ISO14001 Lead Implementer,"Health, Safety & Environment",,,,,,,,,,PECB Certification,true,http://1cms.com.my/index.php/iso-certification-body,"PECB Certifications have proven to be effective instruments of confirmation for knowledge, skills and experience in a rapid changing community. By holding a PECB Certification, you will demonstrate that you have the necessary capabilities of shielding yourself and your organization against persistent, changing and undefined threats in a moderately challenging environment over a short period of time."
1CMS INTERNATIONAL (M) SDN. BHD.,cssupport@1cms.com.my,60377732771,http://1cms.com.my/,"Unit E2-1-13, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",http://1cms.com.my/,PECB ISO14001 Master,"Health, Safety & Environment",,,,,,,,,,PECB Certification,true,http://1cms.com.my/index.php/iso-certification-body,"PECB Certifications have proven to be effective instruments of confirmation for knowledge, skills and experience in a rapid changing community. By holding a PECB Certification, you will demonstrate that you have the necessary capabilities of shielding yourself and your organization against persistent, changing and undefined threats in a moderately challenging environment over a short period of time."
1CMS INTERNATIONAL (M) SDN. BHD.,cssupport@1cms.com.my,60377732771,http://1cms.com.my/,"Unit E2-1-13, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",http://1cms.com.my/,PECB ISO14001:2015 Transition Certification,"Health, Safety & Environment",,,,,,,,,,PECB Certification,true,http://1cms.com.my/index.php/iso-certification-body,"PECB Certifications have proven to be effective instruments of confirmation for knowledge, skills and experience in a rapid changing community. By holding a PECB Certification, you will demonstrate that you have the necessary capabilities of shielding yourself and your organization against persistent, changing and undefined threats in a moderately challenging environment over a short period of time."
1CMS INTERNATIONAL (M) SDN. BHD.,cssupport@1cms.com.my,60377732771,http://1cms.com.my/,"Unit E2-1-13, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",http://1cms.com.my/,PECB ISO18001 Foundation,"Health, Safety & Environment",,,,,,,,,,PECB Certification,true,http://1cms.com.my/index.php/iso-certification-body,"PECB Certifications have proven to be effective instruments of confirmation for knowledge, skills and experience in a rapid changing community. By holding a PECB Certification, you will demonstrate that you have the necessary capabilities of shielding yourself and your organization against persistent, changing and undefined threats in a moderately challenging environment over a short period of time."
1CMS INTERNATIONAL (M) SDN. BHD.,cssupport@1cms.com.my,60377732771,http://1cms.com.my/,"Unit E2-1-13, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",http://1cms.com.my/,PECB ISO18001 Lead Auditor,"Health, Safety & Environment",,,,,,,,,,PECB Certification,true,http://1cms.com.my/index.php/iso-certification-body,"PECB Certifications have proven to be effective instruments of confirmation for knowledge, skills and experience in a rapid changing community. By holding a PECB Certification, you will demonstrate that you have the necessary capabilities of shielding yourself and your organization against persistent, changing and undefined threats in a moderately challenging environment over a short period of time."
1CMS INTERNATIONAL (M) SDN. BHD.,cssupport@1cms.com.my,60377732771,http://1cms.com.my/,"Unit E2-1-13, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",http://1cms.com.my/,PECB ISO18001 Lead Implementer,"Health, Safety & Environment",,,,,,,,,,PECB Certification,true,http://1cms.com.my/index.php/iso-certification-body,"PECB Certifications have proven to be effective instruments of confirmation for knowledge, skills and experience in a rapid changing community. By holding a PECB Certification, you will demonstrate that you have the necessary capabilities of shielding yourself and your organization against persistent, changing and undefined threats in a moderately challenging environment over a short period of time."
1CMS INTERNATIONAL (M) SDN. BHD.,cssupport@1cms.com.my,60377732771,http://1cms.com.my/,"Unit E2-1-13, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",http://1cms.com.my/,PECB ISO18001 Master,"Health, Safety & Environment",,,,,,,,,,PECB Certification,true,http://1cms.com.my/index.php/iso-certification-body,"PECB Certifications have proven to be effective instruments of confirmation for knowledge, skills and experience in a rapid changing community. By holding a PECB Certification, you will demonstrate that you have the necessary capabilities of shielding yourself and your organization against persistent, changing and undefined threats in a moderately challenging environment over a short period of time."
1CMS INTERNATIONAL (M) SDN. BHD.,cssupport@1cms.com.my,60377732771,http://1cms.com.my/,"Unit E2-1-13, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",http://1cms.com.my/,PECB ISO18001:2015 Transition Certification,"Health, Safety & Environment",,,,,,,,,,PECB Certification,true,http://1cms.com.my/index.php/iso-certification-body,"PECB Certifications have proven to be effective instruments of confirmation for knowledge, skills and experience in a rapid changing community. By holding a PECB Certification, you will demonstrate that you have the necessary capabilities of shielding yourself and your organization against persistent, changing and undefined threats in a moderately challenging environment over a short period of time."
1CMS INTERNATIONAL (M) SDN. BHD.,cssupport@1cms.com.my,60377732771,http://1cms.com.my/,"Unit E2-1-13, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",http://1cms.com.my/,PECB ISO9001 Foundation,Quality Management Systems,,,,,,,,,,PECB Certification,true,http://1cms.com.my/index.php/iso-certification-body,"PECB Certifications have proven to be effective instruments of confirmation for knowledge, skills and experience in a rapid changing community. By holding a PECB Certification, you will demonstrate that you have the necessary capabilities of shielding yourself and your organization against persistent, changing and undefined threats in a moderately challenging environment over a short period of time."
1CMS INTERNATIONAL (M) SDN. BHD.,cssupport@1cms.com.my,60377732771,http://1cms.com.my/,"Unit E2-1-13, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",http://1cms.com.my/,PECB ISO9001 Lead Auditor,Quality Management Systems,,,,,,,,,,PECB Certification,true,http://1cms.com.my/index.php/iso-certification-body,"PECB Certifications have proven to be effective instruments of confirmation for knowledge, skills and experience in a rapid changing community. By holding a PECB Certification, you will demonstrate that you have the necessary capabilities of shielding yourself and your organization against persistent, changing and undefined threats in a moderately challenging environment over a short period of time."
1CMS INTERNATIONAL (M) SDN. BHD.,cssupport@1cms.com.my,60377732771,http://1cms.com.my/,"Unit E2-1-13, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",http://1cms.com.my/,PECB ISO9001 Lead Implementer,Quality Management Systems,,,,,,,,,,PECB Certification,true,http://1cms.com.my/index.php/iso-certification-body,"PECB Certifications have proven to be effective instruments of confirmation for knowledge, skills and experience in a rapid changing community. By holding a PECB Certification, you will demonstrate that you have the necessary capabilities of shielding yourself and your organization against persistent, changing and undefined threats in a moderately challenging environment over a short period of time."
1CMS INTERNATIONAL (M) SDN. BHD.,cssupport@1cms.com.my,60377732771,http://1cms.com.my/,"Unit E2-1-13, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",http://1cms.com.my/,PECB ISO9001 Master,Quality Management Systems,,,,,,,,,,PECB Certification,true,http://1cms.com.my/index.php/iso-certification-body,"PECB Certifications have proven to be effective instruments of confirmation for knowledge, skills and experience in a rapid changing community. By holding a PECB Certification, you will demonstrate that you have the necessary capabilities of shielding yourself and your organization against persistent, changing and undefined threats in a moderately challenging environment over a short period of time."
1CMS INTERNATIONAL (M) SDN. BHD.,cssupport@1cms.com.my,60377732771,http://1cms.com.my/,"Unit E2-1-13, Jalan 1/152, Taman OUG Parklane, 58200 Kuala Lumpur",http://1cms.com.my/,PECB ISO9001:2015 Transition Certification,Quality Management Systems,,,,,,,,,,PECB Certification,true,http://1cms.com.my/index.php/iso-certification-body,"PECB Certifications have proven to be effective instruments of confirmation for knowledge, skills and experience in a rapid changing community. By holding a PECB Certification, you will demonstrate that you have the necessary capabilities of shielding yourself and your organization against persistent, changing and undefined threats in a moderately challenging environment over a short period of time."
21DAYS LEARNING LAB SDN. BHD.,koshilan92@gmail.com,60146183048,https://21daysll.com/,"09-01 Jalan Setia Tropika, 1/17 Taman Setia Tropika,Kempas Johor, Johor Bahru, Malaysia",https://21daysll.com/,Millionaire Mentorship Program,,,,,,,,,,,,,https://21daysll.com/class,塑造你的投资个性，打造你的财富投资组合！【掌握股票投资的艺术】我们看重的不再局限于输赢，而是你在投资路上的成长！深入学习5大独家核心课程，参与高级训练及讨论，并融入活跃的投资社群。【打造可持续财富】打破对财富与现金流的迷思从新手成长为独立投资者，构建经得起时间考验的财富体系。【独家高级投资社群】置身于精英投资者的环境，不再被复杂资讯打扰获取专家见解，持续提升投资能力，定期接收交易提醒，把握市场先机。【专属特权与社交网络】结识志同道合的精英投资者，享受VIP专属福利。【加速达成您的投资目标】与教练团队配合，打造专属于你的投资方案蜕变为独立思考、稳健决策的投资者！
21DAYS LEARNING LAB SDN. BHD.,koshilan92@gmail.com,60146183048,https://21daysll.com/,"09-01 Jalan Setia Tropika, 1/17 Taman Setia Tropika,Kempas Johor, Johor Bahru, Malaysia",https://21daysll.com/,SPOT Your Passive Income,,,,,,,,,,,,,https://21daysll.com/class,小资金创造大财富 您的现金流加速器。【小资金创造爆炸性盈利】利用不同的期权策略碰撞出火花用小资金打造几倍的胜率！【结合SPOT 3大核心课程 高级期权的入门班】运用您基本面与技术面的基础开启在高级期权大展身手的第一步一周打造现金流来源！【掌握期权的背后原理 最大化交易成果】期权的胜率取决于背后的原理！掌握期权的数值 开启源源不绝的现金流密码！
21DAYS LEARNING LAB SDN. BHD.,koshilan92@gmail.com,60146183048,https://21daysll.com/,"09-01 Jalan Setia Tropika, 1/17 Taman Setia Tropika,Kempas Johor, Johor Bahru, Malaysia",https://21daysll.com/,SPOT技术分析模式,,,,,,,,,,,,,https://21daysll.com/class,利用指标的优势，降低交易风险，增加投资回报。【实用指标 股票交易的最佳武器】股票交易的核心在于快、狠、准看懂趋势 股市就掌握在你手里！【交易者的必修课】指标与图表反映股票趋势学会分辨各类指标用处 精准观测市场股票交易不再迷茫除了教你利用趋势筛选好股，还会教你如何运用指标观测牛熊力度锁定进出场时机！全面提升交易的胜率 成为股市中的交易之王【交易组合与风险管理】所有的交易始于规划！了解自身的交易组合 制定计划找到属于自己的交易法则
21DAYS LEARNING LAB SDN. BHD.,koshilan92@gmail.com,60146183048,https://21daysll.com/,"09-01 Jalan Setia Tropika, 1/17 Taman Setia Tropika,Kempas Johor, Johor Bahru, Malaysia",https://21daysll.com/,巴菲特投资法则 Warren Buffett Principle,,,,,,,,,,,,,https://21daysll.com/class,深度解析股神巴菲特的投资秘诀。【剖析公司基本面】简单萃取财报精华，不用翻几百页资料也能轻松看懂公司！【独家计算机 一键找出价值股】利用21Days独家WBP计算机轻松估算公司价值 部署完整游戏规【巴菲特的选股法则101】一个好的投资必须具备的黄金条件【实战学习模式】和导师一起深入市场探索好股亲自在股海中一步步挖掘出属于您的王牌股！
21DAYS LEARNING LAB SDN. BHD.,koshilan92@gmail.com,60146183048,https://21daysll.com/,"09-01 Jalan Setia Tropika, 1/17 Taman Setia Tropika,Kempas Johor, Johor Bahru, Malaysia",https://21daysll.com/,投资思维模式 Investing Mindset Model,,,,,,,,,,,,,https://21daysll.com/class,深入探讨投资者一定要具备的投资思维。【美国股市的运转法则】美国股市的起落背后存在着什么原因？如何不被波动影响您的抉择？【投资30%靠技巧，70%靠思维！】想在市场长期获利，先掌握最需要的核心思维。【神也打不败的终极策略】如何在股市达到绝对胜利？一招掌握导师的独家必胜法则【管理输家 保障赢家】亏损怎么处理？盈利怎么保持？一套简单系统帮助您做出最好的判断在波动中保持理智的思绪【投资者的思维误区】导师亲身经历总和分享投资者经常犯下的严重错误！
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,Advanced Excel & PivotTables,Microsoft Productivity Courses,,,,,,,,,,,,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,Agentic AI for Business,AI & Machine Learning Courses,,,,,,,,,,,,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,AI for Everyone,AI & Machine Learning Courses,,,,,,,,,,,,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,AWS Certified Cloud Practitioner,Cloud Computing Courses,,,,,,,,,,AWS Certified Cloud Practitioner,,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,CAPM (Certified Associate in Project Management),Project Management Courses,,,,,,,,,,CAPM (Certified Associate in Project Management),,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,ChatGPT & Generative AI,AI & Machine Learning Courses,,,,,,,,,,,,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,Effective Communication Skills,Soft Skills Courses,,,,,,,,,,,,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,Generative AI for Project Professionals,AI & Machine Learning Courses,,,,,,,,,,,,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,ICP-LEA: ICAgile Leading with Agility,Agile & Scrum Courses,,,,,,,,,,ICP-LEA (ICAgile Certified Professional – Leading with Agility),,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,Java Programming Essentials,Programming & Development Courses,,,,,,,,,,,,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,JIRA Administration – Intermediate,JIRA & DevOps Courses,,,,,,,,,,,,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,JIRA Fundamentals – Atlassian,JIRA & DevOps Courses,,,,,,,,,,,,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,Leadership & People Management,Soft Skills Courses,,,,,,,,,,,,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,Microsoft Azure Fundamentals (AZ-900),Cloud Computing Courses,,,,,,,,,,Microsoft AZ-900 Certification,,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,Microsoft Power BI,Microsoft Productivity Courses,,,,,,,,,,,,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,PAL-E: Professional Agile Leadership – Essentials,Agile & Scrum Courses,,,,,,,,,,PAL-E (Professional Agile Leadership – Essentials),,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,PMI ACP,Project Management Courses,,,,,,,,,,PMI-ACP (PMI Agile Certified Practitioner),,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,PMI-ACP: PMI Agile Certified Practitioner,Agile & Scrum Courses,,,,,,,,,,PMI-ACP (PMI Agile Certified Practitioner),,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,PMP (Project Management Professional),Project Management Courses,,,,,,,,,,PMP (Project Management Professional),,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,PSM: Professional Scrum Master Certification,Agile & Scrum Courses,,,,,,,,,,PSM (Professional Scrum Master),,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,PSPO: Professional Scrum Product Owner,Agile & Scrum Courses,,,,,,,,,,PSPO (Professional Scrum Product Owner),,https://2impactconsultancy.com/,
2IMPACT CONSULTANCY PLT,wsyamilah@gmail.com,60192630335,https://2impactconsultancy.com/,null,https://2impactconsultancy.com/,Python Programming for Beginners,Programming & Development Courses,,,,,,,,,,,,https://2impactconsultancy.com/,
